time,flux,flux_err,timecorr,cadenceno,centroid_col,centroid_row,sap_flux,sap_flux_err,sap_bkg,sap_bkg_err,pdcsap_flux,pdcsap_flux_err,quality,psf_centr1,psf_centr1_err,psf_centr2,psf_centr2_err,mom_centr1,mom_centr1_err,mom_centr2,mom_centr2_err,pos_corr1,pos_corr2
1703.0977338132673,9.8603916e-01,1.6979933e-02,7.6715683e-04,342462,1930.65883,464.57943,3.9571118e+02,6.0312982e+00,1.4109071e+03,2.6448634e+00,5.9405579e+02,1.0229845e+01,0,,,,,1930.65883,6.8369610e-03,464.57943,1.0710111e-02,1.1338475e-02,3.9730839e-02
1703.0991227014472,1.0001962e+00,1.6988939e-02,7.6715671e-04,342463,1930.65355,464.57706,4.0058981e+02,6.0344973e+00,1.4170021e+03,2.6434331e+00,6.0258496e+02,1.0235271e+01,0,,,,,1930.65355,6.7550959e-03,464.57706,1.0602486e-02,1.2925996e-02,2.7449269e-02
1703.1005115896278,9.6896517e-01,1.7009091e-02,7.6715660e-04,342464,1930.65086,464.56551,3.8881543e+02,6.0416546e+00,1.4170177e+03,2.6539543e+00,5.8376929e+02,1.0247411e+01,0,,,,,1930.65086,6.9636363e-03,464.56551,1.0960036e-02,1.4003043e-02,3.6540113e-02
1703.1019004778666,1.0194662e+00,1.7034322e-02,7.6715654e-04,342465,1930.65072,464.56932,4.0828500e+02,6.0506172e+00,1.4138784e+03,2.6490674e+00,6.1419446e+02,1.0262612e+01,0,,,,,1930.65072,6.6477978e-03,464.56932,1.0473170e-02,9.6166972e-03,3.1265218e-02
1703.103289366047,9.8905599e-01,1.6997885e-02,7.6715642e-04,342466,1930.65727,464.57673,3.9699451e+02,6.0376749e+00,1.4211758e+03,2.6540174e+00,5.9587335e+02,1.0240660e+01,0,,,,,1930.65727,6.8174526e-03,464.57673,1.0704672e-02,9.3306275e-03,3.6406111e-02
1703.1046782542278,1.0272374e+00,1.7037900e-02,7.6715631e-04,342467,1930.65201,464.57780,4.1083441e+02,6.0518880e+00,1.4204409e+03,2.6470602e+00,6.1887640e+02,1.0264768e+01,0,,,,,1930.65201,6.6038766e-03,464.57780,1.0362981e-02,9.4623221e-03,3.1903509e-02
1703.1060671424082,9.8002088e-01,1.7004525e-02,7.6715619e-04,342468,1930.65187,464.56393,3.9474094e+02,6.0400343e+00,1.4246919e+03,2.6437073e+00,5.9042999e+02,1.0244661e+01,0,,,,,1930.65187,6.8603368e-03,464.56393,1.0826673e-02,5.6406772e-03,3.1762037e-02
1703.107456030588,9.9423593e-01,1.7006807e-02,7.6715607e-04,342469,1930.65656,464.57382,3.9742490e+02,6.0408440e+00,1.4231473e+03,2.6476595e+00,5.9899408e+02,1.0246036e+01,0,,,,,1930.65656,6.8176095e-03,464.57382,1.0707372e-02,1.6835103e-02,3.2656349e-02
1703.1088449188262,1.0162359e+00,1.7029276e-02,7.6715602e-04,342470,1930.66334,464.58792,4.0645831e+02,6.0488248e+00,1.4239108e+03,2.6480215e+00,6.1224835e+02,1.0259572e+01,0,,,,,1930.66334,6.6788150e-03,464.58792,1.0454344e-02,7.7163614e-03,4.0388908e-02
1703.1102338070075,9.9435925e-01,1.7037248e-02,7.6715590e-04,342471,1930.65685,464.57379,3.9839780e+02,6.0516567e+00,1.4278378e+03,2.6569793e+00,5.9906836e+02,1.0264376e+01,0,,,,,1930.65685,6.8099461e-03,464.57379,1.0712702e-02,8.5088434e-03,2.7595831e-02
1703.1116226951888,9.7255373e-01,1.7029041e-02,7.6715578e-04,342472,1930.65200,464.56789,3.9131262e+02,6.0487418e+00,1.4281240e+03,2.6494398e+00,5.8593127e+02,1.0259431e+01,0,,,,,1930.65200,6.9323047e-03,464.56789,1.0913421e-02,1.0376410e-02,3.4336001e-02
1703.1130115833687,1.0031483e+00,1.7051142e-02,7.6715567e-04,342473,1930.64978,464.57489,4.0207761e+02,6.0565915e+00,1.4310444e+03,2.6494274e+00,6.0436353e+02,1.0272745e+01,0,,,,,1930.64978,6.7518046e-03,464.57489,1.0621834e-02,1.1269632e-02,3.3373222e-02
1703.1144004716068,1.0118853e+00,1.7039470e-02,7.6715561e-04,342474,1930.64745,464.57768,4.0558990e+02,6.0524464e+00,1.4269607e+03,2.6523952e+00,6.0962720e+02,1.0265714e+01,0,,,,,1930.64745,6.6865394e-03,464.57768,1.0511951e-02,7.0300577e-03,3.9402109e-02
1703.1157893597872,9.8548800e-01,1.7133111e-02,7.6715549e-04,342475,1930.65164,464.57451,3.9611517e+02,6.0857072e+00,1.4326138e+03,2.6559570e+00,5.9372375e+02,1.0322129e+01,0,,,,,1930.65164,6.8684705e-03,464.57451,1.0874087e-02,1.2280410e-02,3.8004432e-02
